Date,Tweet,Ticker,Score
2020-04-09,lanceroberts stopped making small business loans outside those guaranteed government baile,JPM,-1.0119155645370483
2020-04-09,april earnings expecting earnings move looks almost priced,JPM,-0.3450418412685394
2020-04-09,lamonicabuzz chase jamie dimon unsurprisingly gloomy outlook economy says ready,JPM,-1.010813593864441
2020-04-09,traderroberth same stuff mostly airlines semiconductors wish watching closely trended,JPM,0.1338327378034591
2020-04-09,realmaxkeiser keiserreport warned dangers financial terrorists boomers love financia,JPM,-0.130972683429718
2020-04-09,sees economy contracting second quarter unemployment reaching recession economy unemployment,JPM,-0.4033675491809845
2020-04-09,same stuff mostly airlines semiconductors wish watching closely trended,JPM,0.2931787371635437
2020-04-09,lanceroberts irony penalty total since recently multiple employees charged rico another pleaded guilty spoofing repo loans bailouts kdsjkjeebs,JPM,-0.9121679067611694
2020-04-09,keiserreport warned dangers financial terrorists boomers love financial terrorist friends bitcoin fixes,JPM,-0.4233081638813019
2020-04-09,welcome,JPM,0.93263041973114
2020-04-09,halts government guaranteed small business loans ucvuleqyap great dividend,JPM,0.968826413154602
2020-04-09,april earnings expecting earnings move looks almost priced rides free play earnings,JPM,0.966010570526123
2020-04-09,chase lowered,JPM,-0.9871035814285278
2020-04-09,filing form,JPM,0.0222687348723411
2020-04-09,rationalwalk suspend repurchases while maintaining dividend mean understand point,JPM,-0.9498733282089232
2020-04-09,pushes through technical resistance level sentiment bullish,JPM,0.9222025871276855
2020-04-09,unemployment claims make stuff,JPM,0.5475455522537231
2020-04-09,arabianinvestor machines institutional took retail,JPM,-1.0700896978378296
2020-04-09,basically guaranteed decade while begging banks write junk bonds promise banks fraught risk making these loans company after company path bankruptcy promise public pressure short,JPM,-1.0277950763702393
2020-04-09,know sell,JPM,-1.037117838859558
2020-04-09,sealteamssix wait jonnajarian calls turn exponential gains days,JPM,0.992677927017212
2020-04-09,petenajarian calls turn exponential gains days marketrebels,JPM,0.9681503772735596
2020-04-09,jonnajarian calls turn exponential gains days read,JPM,0.939484477043152
2020-04-09,basilnsage sure make fair back tqtcttluga,JPM,0.941411018371582
2020-04-09,holdenccole after announcement trillion corporate backstops unveils programs,JPM,0.8159853219985962
