Date,Tweet,Ticker,Score
2020-04-09,earnings forecast holdings issued wedbush,PYPL,0.0912666544318199
2020-04-09,research analysts expectations holdings earnings rcxxmyoyiy,PYPL,0.0834829807281494
2020-04-09,royal bank canada trims target,PYPL,0.1554176956415176
2020-04-12,first informative pivot points close pivot point download free tradingview stockstowatch,PYPL,0.8878157138824463
2020-04-12,holdings given consensus recommendation analysts,PYPL,0.91973078250885
2020-04-13,pioneer digital payments stockmarket,PYPL,0.1358588486909866
2020-04-14,analysts ratings updates,PYPL,0.0843700915575027
2020-04-17,first informative pivot points close pivot point download free tradingview stockstowatch,PYPL,0.8793312311172485
2020-04-19,brokerages expect holdings earnings,PYPL,0.500441312789917
2020-04-21,target raised deutsche bank,PYPL,0.9332069158554076
2020-04-21,holdings expected sales billion,PYPL,0.046576477587223
2020-04-21,short interest holdings declines ynfazujmzc,PYPL,-1.0530295372009275
2020-04-22,americanbanking target raised deutsche bank,PYPL,0.9241071939468384
2020-04-23,money marinate contracts currently giving returns equity psndown,PYPL,0.7749501466751099
2020-04-24,options flow grid update optionstrading stockmarket stockstowatch stockstotrade stocktrading finance,PYPL,0.908132791519165
2020-04-27,analysts issue forecasts holdings earnings,PYPL,0.0170020349323749
2020-04-28,holdings short interest update,PYPL,0.5991518497467041
2020-04-29,release earnings wednesday pvhuzrjvlq,PYPL,0.0717178508639335
2020-05-04,americanbanking target increased analysts keycorp,PYPL,0.9427555799484252
2020-05-04,target increased analysts keycorp,PYPL,0.948297381401062
2020-05-05,marketsmith economy coronavirusoutbreak broke into pivot zone side base funds decreasing virus only,PYPL,-1.052651286125183
2020-05-05,holdings corp marketmover,PYPL,0.2742635309696197
2020-05-05,holdings themotleyfool,PYPL,0.3346608579158783
2020-05-06,issues after hours earnings guidance,PYPL,-4.135072231292725e-06
2020-05-06,murtdoc active added april earnings,PYPL,0.8104833364486694
2020-05-06,active added april earnings,PYPL,0.8453818559646606
2020-05-06,target looks bullish looking target earnings,PYPL,0.9684015512466432
2020-05-06,moomooapp scheduled announce earnings results wednesday after close consensus esti,PYPL,-0.0835718885064125
2020-05-06,scheduled announce earnings results wednesday after close consensus estimate consensus revenue estimate earnings stockmarket,PYPL,0.2185883969068527
2020-05-06,morgan stanley increases target,PYPL,0.8690788745880127
2020-05-07,soaring themotleyfool hmfcopgkbf,PYPL,0.8455756902694702
2020-05-07,estimates holdings suntrust banks,PYPL,-0.9134105443954468
2020-05-07,holdings corp marketmover agos triggered green triangle eygjoumbjw,PYPL,0.9736809730529784
2020-05-07,soaring themotleyfool,PYPL,0.8455756902694702
2020-05-07,rttradingideas looks overbought intraday although officially bearish owned short term,PYPL,-1.0538829565048218
2020-05-07,insider selling holdings sells,PYPL,-1.0407421588897705
2020-05-07,premarket sees strong second quarter online spending surges earnings,PYPL,0.959453582763672
2020-05-07,target looks overbought earnings,PYPL,-1.059876799583435
2020-05-07,holdings receives consensus rating brokerages,PYPL,0.9051992893218994
2020-05-07,suntrust banks weighs holdings earnings,PYPL,0.0411277972161769
2020-05-08,cowboycharts experimented increasing size didn completely awful stubborn short pushed littl,PYPL,-1.0834603309631348
2020-05-08,holdings current valuation valued real value around news wallstreet,PYPL,0.34885373711586
2020-05-08,citigroup boosts target,PYPL,0.6528759002685547
2020-05-08,target raised canaccord genuity cyyrwykzkr,PYPL,0.9485746622085572
2020-05-08,raised robert baird,PYPL,0.9150357246398926
2020-05-08,target increased analysts oppenheimer,PYPL,0.9473159313201904
2020-05-08,bank america raises target,PYPL,0.5423233509063721
2020-05-09,soaring themotleyfool,PYPL,0.8455756902694702
2020-05-09,tekmunnee stockstotrade stockstowatch optionstrading,PYPL,-0.0735115185379982
2020-05-09,target increased analysts royal bank canada,PYPL,0.9357770681381226
2020-05-09,cowen raises target pkznyrksib,PYPL,0.566291332244873
2020-05-09,target raised wedbush,PYPL,0.9484668970108032
2020-05-09,target raised suntrust banks,PYPL,0.9460437297821044
2020-05-09,stockstotrade stockstowatch optionstrading,PYPL,-0.0167964436113834
2020-05-28,hustleinandout what every time weeks dips above sellers come shoot,PYPL,-0.1180223375558853
2020-06-06,bqinvsttraining total debt equity operating margin dividends insider ownership,PYPL,-0.0979484543204307
2020-06-08,soared themotleyfool,PYPL,0.7934036254882812
2020-06-08,soared themotleyfool read qsslgpgdja bank blockchain finance financialtechnology fintech israeli payments startupnation wealthmanagement,PYPL,0.6812454462051392
2020-06-09,madmraket looking great higher than bodies candles prior saying same,PYPL,0.9864934682846068
2020-06-10,soared themotleyfool read qsslgpgdja bank blockchain finance financialtechnology fintech israeli payments startupnation wealthmanagement rnsmfaskjx,PYPL,0.6845842599868774
2020-06-11,research analysts recent ratings changes prdjezihaj,PYPL,0.1196883916854858
2020-06-13,bluetoothdds additional insights head payments including desire drive globally interoperable,PYPL,-0.0158886685967445
2020-06-13,holdings short interest jgyjqyxpwv,PYPL,0.9311513900756836
