Created_at,Tweet_Words,Score
2020-04-09 22:46:25+00:00,type vaccine name tbd background announced feb barda test vaccine candidate organization providing billion research development organization funding phase,0.0301108956336975
2020-04-09 22:27:26+00:00,wealth advisors,-0.7809042930603027
2020-04-09 22:22:26+00:00,verity verity million stake,0.1852805018424987
2020-04-09 22:09:55+00:00,dividend,0.948861002922058
2020-04-09 22:02:00+00:00,lab study demonstrated activity remdesivir darunavir,0.176476776599884
2020-04-09 19:53:42+00:00,correct products profit harm caused product hips mesh levaquin risperdal knees xarelto baby powder fragrances etc hours,0.4286071956157684
2020-04-09 19:37:25+00:00,burke herbert bank trust largest position,0.1851131319999694
2020-04-09 19:24:53+00:00,remains portfolio close,0.4203565716743469
2020-04-09 19:06:36+00:00,,0.9540938138961792
2020-04-09 18:29:12+00:00,,0.9423667192459106
2020-04-09 17:38:54+00:00,james cramer seen pumping trash stay away,-1.0736509561538696
2020-04-09 17:27:35+00:00,diversified model help weather potential economic slowdown,-0.5732744932174683
2020-04-09 17:21:30+00:00,diversified model help weather potential economic slowdown rest rest easy company consistent dividends,0.9540281295776368
2020-04-09 17:17:06+00:00,added dip,0.2844870388507843
2020-04-09 17:16:48+00:00,,0.0510859340429306
2020-04-09 16:13:47+00:00,published transparency report data pharma companies traditionally,-0.0014379359781742
2020-04-09 16:07:27+00:00,pt lowered,-1.035437822341919
2020-04-09 15:57:26+00:00,published transparency report data pharma companies traditionally detail list changes trends fascinating graphs newsletter,0.953396201133728
2020-04-09 15:53:28+00:00,providing critical resources hcps crisis,-0.7994835376739502
2020-04-09 15:50:59+00:00,janssen dropped transparency report disclosures list stay exhaustive description economics pharmaceuticals client always impressed,0.8109085559844971
2020-04-09 15:45:09+00:00,announces vaccine rich become richer freedom chinese living prisoners masks,0.9077745676040648
2020-04-09 14:19:16+00:00,bounce,0.939240336418152
2020-04-09 13:29:50+00:00,rolled close,0.12175253033638
2020-04-09 13:28:56+00:00,winner thanks trademachine,0.993356227874756
2020-04-09 13:24:13+00:00,raymond james analyst jayson bedford lowered target keeps outperform rating believes pharma consumer segments relatively insulated coronavirus era portfolio positioned,0.9658470153808594
2020-04-09 13:14:09+00:00,damn dude positions took total principle earned,0.5399236679077148
2020-04-09 12:40:00+00:00,pt lowered raymond james,-0.9769216775894164
2020-04-09 12:39:21+00:00,pt lowered raymond james,-0.9769216775894164
2020-04-09 12:26:31+00:00,swiftly higher took,0.9770809412002563
2020-04-09 12:14:01+00:00,earnings reports kick,0.0730682015419006
2020-04-09 12:04:02+00:00,uptrend ascend result broken lower bollinger band view odds money news,0.8430776596069336
2020-04-09 11:42:00+00:00,earnings reports kick,0.0864346101880073
2020-04-09 09:38:52+00:00,surprised ethicon appeal despite admissions adds em,0.6193968057632446
2020-04-09 00:51:42+00:00,surprised ethicon appeal despite admissions adds emotional physical financial distress mesh injured women proximate staplers recalled adverse events include need permanent ostomy bag reops,0.0932625457644462
2020-04-10 19:57:30+00:00,johanson financial advisors trims stake,0.0853647738695144
2020-04-10 19:12:30+00:00,traverso chambers private wealth management purchases,0.0536190271377563
2020-04-10 19:07:30+00:00,cypress wealth services purchases,0.1412918269634246
2020-04-10 18:37:30+00:00,abandons deal takeda tachosil surgical patch,-0.3955641984939575
2020-04-10 17:40:43+00:00,,-0.0110353752970695
2020-04-10 16:35:49+00:00,,0.0164731219410896
2020-04-10 12:01:55+00:00,eps estimates cut svb leerink,-0.9544497728347778
2020-04-10 11:59:16+00:00,earnings svb leerink forecasts,0.2877975702285766
2020-04-10 11:57:50+00:00,eps estimates cut svb leerink,-0.8768813610076904
2020-04-10 11:57:48+00:00,eps estimates cut svb leerink,-0.8768813610076904
2020-04-10 11:03:50+00:00,moved moving average view odds money news,0.9063040018081664
2020-04-10 09:42:29+00:00,pinnacle bank purchases,0.2131931781768798
2020-04-10 08:29:07+00:00,pt lowered,-1.0141841173171997
2020-04-10 08:00:54+00:00,pt lowered,-1.0141841173171997
2020-04-10 08:00:54+00:00,target lowered svb leerink,-0.96460223197937
2020-04-10 08:00:13+00:00,pt lowered,-1.0141841173171997
2020-04-10 01:37:26+00:00,ipswich management largest position,0.0930020958185195
2020-04-10 01:27:26+00:00,hexavest purchases,0.1455967724323272
2020-04-10 00:43:48+00:00,svb leerink trims target,0.062449887394905
2020-04-11 23:42:46+00:00,target cut,-0.9987360239028932
2020-04-11 21:51:57+00:00,twice,0.9699513912200928
2020-04-11 21:14:44+00:00,almost pulled trigger,0.0259065330028533
2020-04-11 21:11:14+00:00,solid companies imo small position moment favour adding,0.948326587677002
2020-04-11 19:49:03+00:00,abandons deal takeda tachosil surgical patch,-0.3542901575565338
2020-04-11 18:35:08+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8776021003723145
2020-04-11 18:29:06+00:00,svb leerink cuts target,-0.673593282699585
2020-04-11 14:38:25+00:00,target cut,-1.0104424953460691
2020-04-11 14:37:53+00:00,target cut,-1.0104424953460691
2020-04-11 11:47:56+00:00,report earnings apr bmo expected move,0.5055553913116455
2020-04-11 11:32:45+00:00,atlantic union bankshares corp,-0.6484034061431885
2020-04-11 10:18:44+00:00,moved moving average view odds,0.9051179885864258
2020-04-11 10:16:24+00:00,moved moving average view odds money news,0.9063040018081664
2020-04-11 08:39:42+00:00,long bottom macd breakout imminent imho partner towelie dan,-1.0574859380722046
2020-04-11 08:07:38+00:00,uncommon cents,0.0711146369576454
2020-04-11 07:10:34+00:00,long bottom macd breakout imminent imho partner towelie man admin llazyllama warning warning warning stocktradi,-1.057426691055298
2020-04-11 05:34:55+00:00,earnings forecast issued svb leerink,0.0584368780255317
2020-04-11 05:34:47+00:00,earnings forecast issued svb leerink,0.0584368780255317
2020-04-11 05:34:02+00:00,earnings forecast issued svb leerink,0.0584368780255317
2020-04-11 05:33:29+00:00,earnings forecast issued svb leerink,0.0584368780255317
2020-04-11 05:02:37+00:00,mission wealth management lp raises position,0.483255535364151
2020-04-11 02:03:01+00:00,long bottom macd breakout imminent imho partner man admin warning warning warning,-1.068751573562622
2020-04-11 00:48:34+00:00,yes case acclarent product relieva stratus microflow spacer,0.0063742622733116
2020-04-11 00:44:55+00:00,sadly civil cases usually run parallel federal civil criminal investigation offer executives doj criminal prosecution settle part civil claims ex settled doj case executives personally criminally charged,-1.0034323930740356
2020-04-11 00:27:18+00:00,believe sue doctor though,-0.4417151510715484
2020-04-11 00:26:52+00:00,anyone executives taken court personally product,-0.3078868091106415
2020-04-11 00:25:00+00:00,understanding suing individual recall abusively file motion dismiss request summary judgment lose immediately file appeal,-0.211000919342041
2020-04-11 00:19:23+00:00,example personal lawsuits lawsuits individuals,-0.023488663136959
2020-04-12 20:08:15+00:00,rebound fierce,0.6984767913818359
2020-04-12 18:36:06+00:00,rebound fierce,-0.7544527053833008
2020-04-12 18:23:30+00:00,complex process developing vaccine coronavirus cov,-0.4725785851478576
2020-04-12 18:22:20+00:00,race vaccine pulls place,0.253071516752243
2020-04-12 17:57:32+00:00,complex process developing vaccine coronavirus coronviruscure,-0.3313511312007904
2020-04-12 16:37:27+00:00,race vaccine pulls place,0.3466847538948059
2020-04-12 13:09:00+00:00,pt lowered raymond james,-0.9769216775894164
2020-04-12 13:02:48+00:00,carolina wealth advisors purchases,0.1582051068544387
2020-04-12 12:40:47+00:00,pt lowered,-1.015308499336243
2020-04-12 12:40:13+00:00,pt lowered raymond james,-0.9769216775894164
2020-04-12 11:40:33+00:00,billion covid vaccine development,0.2217392325401306
2020-04-12 10:58:51+00:00,list company dividend aristocrat financiall,0.49107825756073
2020-04-12 10:03:03+00:00,list company dividend aristocrat financially earnings although sales massively expect performed solidly,0.951717734336853
2020-04-12 09:57:48+00:00,churchill management corp purchases,0.1498567759990692
2020-04-12 08:33:28+00:00,moved moving average view odds money news,0.9063040018081664
2020-04-12 08:22:30+00:00,target lowered svb leerink,-0.96460223197937
2020-04-12 08:10:33+00:00,dividend,0.607856035232544
2020-04-12 07:49:27+00:00,target lowered svb leerink,-0.96460223197937
2020-04-12 07:45:18+00:00,target lowered svb leerink,-0.96460223197937
2020-04-12 07:45:02+00:00,target lowered svb leerink,-0.96460223197937
