Created_at,Tweet_Words,Score
2020-04-10 11:51:13+00:00,forecasted earn earnings,0.3896537721157074
2020-04-11 19:53:39+00:00,awkward moment realize unsec bonds outperforming equity equ,-1.046902060508728
2020-04-11 18:32:00+00:00,prime million,0.8477792739868164
2020-04-11 07:07:15+00:00,flow update stockstowatch stocktrading,-0.9679765701293944
2020-04-13 18:20:02+00:00,positive sentiment apr et sentiment,0.965107560157776
2020-04-13 17:38:33+00:00,flow update communication services entertainment netflixth stockstowatch stocktrading financial capital,0.9020382165908812
2020-04-13 17:13:16+00:00,unusual activities detected money flow power unusual oi intraday historical iv oi max pain,0.8819953203201294
2020-04-13 08:11:32+00:00,almost neglects trends average analyst rating analysts news wallstreet,0.9610226154327391
2020-04-14 23:39:23+00:00,flow update communication services entertainment netflixth stockstowatch stocktrading financial streaming movie movienights,0.9175891876220704
2020-04-14 22:44:25+00:00,long entry available subscribers profit targets available subscribers coronavirus streaming wallstreet nasdaq,0.9747177362442015
2020-04-14 19:09:05+00:00,action analysis,0.9708293676376344
2020-04-14 18:57:50+00:00,guys move refer analysis key levels mapped,0.4266992807388305
2020-04-14 17:11:31+00:00,,0.0601667240262031
2020-04-14 17:03:43+00:00,,0.0716643184423446
2020-04-14 15:18:08+00:00,quick within minutes ontothenextone,0.1899364739656448
2020-04-14 12:04:08+00:00,list remember throughout morningjoe stayhome workfromhome,0.9936610460281372
2020-04-14 11:28:23+00:00,target raised imperial capital,0.914725422859192
2020-04-14 05:15:45+00:00,scheduled earnings,0.0681497827172279
2020-04-14 04:05:50+00:00,whole dump run,0.9575759172439576
2020-04-14 01:01:48+00:00,action analysis,0.9743237495422364
2020-04-15 23:58:40+00:00,mins happened cap larger bloomberg billion,0.1712298244237899
2020-04-15 22:45:10+00:00,surges record streaming lockdown earnings,0.8680299520492554
2020-04-15 21:39:07+00:00,entry helps lift portfolioday,0.9638125896453856
2020-04-15 20:17:44+00:00,surges record streaming lockdown earnings,0.8738853931427002
