Created_at,Tweet_Words,Score
2020-04-09 22:48:07+00:00,close chance unitedhealth,0.0749746412038803
2020-04-09 20:32:18+00:00,reports nest commentary give us medical trends wi,0.0671396404504776
2020-04-09 19:58:05+00:00,reports nest commentary give us medical trends hospital admission care limited,-0.3987108469009399
2020-04-09 19:57:24+00:00,stephanie bullish el,0.951574206352234
2020-04-09 19:56:51+00:00,close chance unitedhealth,0.128823384642601
2020-04-09 19:51:55+00:00,stephanie bullish el,0.9519554376602172
2020-04-09 17:42:25+00:00,hexavest million unitedhealth,0.1775808632373809
2020-04-09 16:15:51+00:00,united health foundation pledges million vulnerable seattle residents amid covid emergency,0.0608921498060226
2020-04-09 16:01:03+00:00,united health foundation pledges million vulnerable seattle residents amid covid,0.0750462189316749
2020-04-09 15:41:57+00:00,apr,0.8234337568283081
2020-04-09 14:27:45+00:00,delta expiration,-0.0168353915214538
2020-04-09 14:09:33+00:00,united health foundation pledges vulnerable louisiana residents amid covid emergency,0.0691633597016334
2020-04-09 13:57:25+00:00,big names open cash spigot fight covid active coronavirus,0.5101326704025269
2020-04-09 13:38:50+00:00,united health foundation pledges million vulnerable york residents amid covid emergency,0.0666962265968322
2020-04-09 13:27:10+00:00,united health foundation pledges million vulnerable jersey residents amid covid emergency,0.0490345060825347
2020-04-09 13:23:48+00:00,unitedhealth commits additional million covid international response,0.0857284814119339
2020-04-09 12:35:49+00:00,peak profit expired,0.6832233667373657
2020-04-09 12:31:46+00:00,apr,0.8751262426376343
2020-04-09 12:23:45+00:00,peaked triggered algo,0.9168202877044678
2020-04-09 12:19:42+00:00,view historical performance,0.0836945921182632
2020-04-09 12:11:09+00:00,united health foundation pledges million vulnerable florida residents amid covid emergency,0.0666678473353385
2020-04-09 12:06:11+00:00,aroon reaches uptrend view odds money news,0.9262661933898926
2020-04-09 07:06:30+00:00,unitedhealth stake cut prairieview partners llc,-0.5384364128112793
2020-04-09 04:03:24+00:00,sentiment total scores positive negative sentiment,-0.0749598145484924
2020-04-09 03:41:01+00:00,explore fundamental pros cons,-0.312694102525711
2020-04-09 03:01:17+00:00,unitedhealth incorporated common de order flow sentiment turned bearish bullish,-0.973438024520874
2020-04-10 22:19:19+00:00,providers electronic payment within tapped,-0.0535696968436241
2020-04-10 21:50:53+00:00,providers electronic payment within tapped tranche source process second round fuding remains fluid happening quickly administration,0.3970898389816284
2020-04-10 17:58:38+00:00,trump administration begins rolling billion relief funds hospitals tapping expedite payments fees cares act provider relief fund,0.2210351824760437
2020-04-10 16:42:30+00:00,uncommon cents position unitedhealth,0.0227925404906272
2020-04-10 16:18:22+00:00,united health foundation pledges million vulnerable los angeles county residents amid covid,0.0366158783435821
2020-04-10 16:15:11+00:00,united health foundation pledges million vulnerable los angeles county residents amid,-0.0836093425750732
2020-04-10 13:41:30+00:00,peak profit expired,0.6845959424972534
2020-04-10 13:33:27+00:00,peaked triggered algo,0.9136700630187988
2020-04-10 13:29:25+00:00,view historical performance,0.0836945921182632
2020-04-10 13:15:45+00:00,united health foundation pledges vulnerable michigan residents amid covid emergency,0.0716633424162864
2020-04-10 13:07:29+00:00,united health foundation pledges vulnerable michigan residents amid covid emergency coronavirus,-0.0549760311841964
2020-04-10 13:00:15+00:00,united health foundation pledges vulnerable michigan residents amid covid,0.0275531709194183
2020-04-10 11:05:58+00:00,aroon reaches uptrend view odds money news,0.9262661933898926
2020-04-10 04:20:11+00:00,intraday play,0.1014461368322372
2020-04-10 03:43:33+00:00,intraday play,0.2085131704807281
2020-04-10 00:09:49+00:00,technical analysis,-0.0350965932011604
2020-04-11 18:02:15+00:00,wonder newly unemployed temporary health plans,-0.006858080625534
2020-04-11 13:06:21+00:00,report earnings apr bmo expected move,0.4632836878299713
2020-04-11 10:19:03+00:00,aroon reaches uptrend view odds,0.920181155204773
2020-04-11 10:18:33+00:00,aroon reaches uptrend view odds money news,0.9262661933898926
2020-04-11 09:27:38+00:00,robecosam ag unitedhealth,0.1483000814914703
2020-04-11 05:57:36+00:00,unitedhealth acquired mission wealth management lp,0.3481406569480896
2020-04-11 05:32:37+00:00,johanson financial advisors lowers position unitedhealth,-0.1236838549375534
2020-04-11 04:42:37+00:00,trump administration pays billion relief funds hospitals,0.6256705522537231
2020-04-11 04:27:36+00:00,united health foundation pledges million vulnerable los angeles county residents amid covid emergency coronavirus,-0.0415879115462303
2020-04-12 22:03:10+00:00,flow update unitedhealth healthcare health stockstowatch stocktrading stocktrader,-0.9429244995117188
2020-04-12 17:11:31+00:00,wealth advisors million stake unitedhealth,0.1733625531196594
2020-04-12 13:47:42+00:00,unitedhealth receives consensus recommendation analysts,0.8082414865493774
2020-04-12 13:46:42+00:00,unitedhealth receives consensus recommendation analysts,0.8979121446609497
2020-04-12 13:45:38+00:00,unitedhealth receives consensus recommendation analysts,0.8082414865493774
2020-04-12 13:44:40+00:00,unitedhealth receives average recommendation brokerages,0.7774786949157715
2020-04-12 08:47:49+00:00,pinnacle bank stake unitedhealth,0.1474091708660125
2020-04-12 08:35:36+00:00,aroon reaches uptrend view odds money news,0.9262661933898926
2020-04-12 04:46:40+00:00,peak profit expired,0.6845959424972534
2020-04-12 04:38:37+00:00,peaked triggered algo,0.9136700630187988
2020-04-12 04:34:34+00:00,view historical performance,0.0836945921182632
2020-04-13 23:41:35+00:00,unitedhealth gyroscope capital management largest position,0.0612070001661777
2020-04-13 18:33:33+00:00,directional bias unitedhealth report click details,-0.2502390146255493
2020-04-13 18:29:43+00:00,unitedhealth report click,0.2268546819686889
2020-04-13 15:25:05+00:00,banks cuts unitedhealth target,-0.8103863000869751
2020-04-13 15:11:28+00:00,cheap results add risk reward,0.991549015045166
2020-04-13 14:53:06+00:00,unitedhealth target lowered banks,-0.9105472564697266
2020-04-13 14:53:04+00:00,unitedhealth target cut analysts banks,-0.8782111406326294
2020-04-13 12:00:11+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8662065267562866
2020-04-13 10:31:44+00:00,apr apr peak progress,0.903430700302124
2020-04-13 10:27:43+00:00,peak profit expired,0.6845959424972534
2020-04-13 10:19:40+00:00,peaked triggered algo,0.9136700630187988
2020-04-13 10:15:37+00:00,view historical performance,0.0836945921182632
2020-04-13 09:41:52+00:00,aroon reaches uptrend view odds money news,0.9262661933898926
2020-04-13 05:19:53+00:00,unitedhealth scheduled earnings,0.0194657780230045
2020-04-13 05:18:29+00:00,unitedhealth scheduled earnings,0.0194657780230045
2020-04-13 05:18:13+00:00,unitedhealth scheduled earnings,0.0194657780230045
2020-04-13 04:58:14+00:00,long targets targets,0.2560010552406311
2020-04-13 03:29:22+00:00,long targets targets overall outlook bearish,-1.0490931272506714
2020-04-13 00:16:31+00:00,united health foundation pledges million vulnerable seattle residents amid covid emergency coronavirus,-0.0223080031573772
2020-04-14 22:04:50+00:00,strangle,-0.0594563707709312
2020-04-14 21:45:49+00:00,unitedhealth earnings preview,0.0358361788094043
2020-04-14 21:42:46+00:00,unitedhealth earnings preview,0.0439435094594955
2020-04-14 21:36:36+00:00,unitedhealth earnings preview,0.0618255883455276
2020-04-14 21:31:04+00:00,unitedhealth earnings preview,0.0427758023142814
2020-04-14 21:26:01+00:00,thanks pd,0.5713748931884766
2020-04-14 20:47:30+00:00,banks,-0.0311752073466777
2020-04-14 20:45:07+00:00,ends indecisive sentiment neutral,-0.6995766162872314
2020-04-14 20:24:02+00:00,wondering risks volatility,-0.9843964576721193
2020-04-14 20:16:02+00:00,wallstreet,0.0633860528469085
2020-04-14 20:07:12+00:00,kicks earnings season payers providers provide,0.1197785288095474
2020-04-14 20:07:01+00:00,calculated expected return,-0.2900755405426025
2020-04-14 20:00:05+00:00,app,0.1505205631256103
2020-04-14 19:53:02+00:00,wondering sentiment ratio,-0.2127655446529388
2020-04-14 19:41:11+00:00,volatility eps outlook biz,0.9731544256210328
2020-04-14 19:38:59+00:00,earnings bmo apr straddle implies move absolute avg,0.0481143705546855
2020-04-14 19:26:49+00:00,band aid earnings earnings preview,0.1930848956108093
2020-04-14 19:21:26+00:00,unitedhealth bell missed impressive coronavirus,0.9831364154815674
2020-04-14 19:19:38+00:00,ahead earnings strategy setup goal return beat,0.9625332355499268
2020-04-14 19:18:38+00:00,earnings overnight opened inside expected move avg actual move avg expected move higher largest overnight earnings move expected move,0.9700754880905152
2020-04-14 19:09:47+00:00,earnings open wed whisper number ahead analysts beat rate,0.8400681018829346
2020-04-14 18:46:20+00:00,earnings season underway thewatchlist sarah robak examines coronavirus impact,-0.1252999305725097
2020-04-14 18:34:50+00:00,earnings season underway thewatchlist sarah robak examines coronavirus impact healthcare giant releases report,-0.1666263341903686
2020-04-14 18:09:35+00:00,unitedhealth earnings opens earnings stocktrading,-0.0770164653658866
2020-04-14 18:00:10+00:00,reports open estimize consensus eps revs compared ws,0.1474937200546264
2020-04-14 17:35:30+00:00,telecom,0.0645327568054199
2020-04-14 16:19:47+00:00,cant force long cant longing earnings,-0.5258163213729858
2020-04-14 16:12:28+00:00,minimizing risks reporting hod declining vol took profits remaining position,-0.893731951713562
2020-04-14 15:44:11+00:00,spike huge opportunity,1.019290804862976
2020-04-14 15:42:08+00:00,let run,0.9173933267593384
