Created_at,Tweet_Words,Score
2020-04-09 20:01:50+00:00,bought super majors money,0.9739192724227904
2020-04-09 18:26:33+00:00,turned negative green red move,-0.8052856922149658
2020-04-09 17:00:21+00:00,along bonus edition hit target info,0.3648568093776703
2020-04-09 16:56:22+00:00,along bonus edition hit target info,0.2274018079042434
2020-04-09 16:09:14+00:00,rating reiterated ubs,0.3633671402931213
2020-04-09 15:59:31+00:00,app,0.1587696969509124
2020-04-09 15:47:38+00:00,stocktwits trending recent interest,0.6921086311340332
2020-04-09 15:35:30+00:00,similar ceo adamant maintaining dividends cutting capital spending bit indefinite hopefully oil supply shrinks hopefully happens soon opec meetings well,0.8357034921646118
2020-04-09 15:03:14+00:00,russians deal arabs,0.2391606122255325
2020-04-09 12:59:04+00:00,gap aboard,0.9562058448791504
2020-04-09 11:33:28+00:00,drop somebody already opec deal,-1.0517960786819458
2020-04-09 11:13:54+00:00,due enormous amount liquidity ridiculous scenario close million unemployed gdp example oil,-1.0751653909683228
2020-04-09 07:53:02+00:00,recommendation ub rating,-0.2076618075370788
2020-04-09 03:15:05+00:00,delta,0.38105508685112
2020-04-09 01:19:28+00:00,staying away crap,0.5852257013320923
2020-04-09 00:10:19+00:00,staying away crap,0.6651864051818848
2020-04-10 22:21:35+00:00,earns rating ubs,0.8821043968200684
2020-04-10 22:17:27+00:00,pt lowered,-1.000499606132507
2020-04-10 22:17:26+00:00,earns rating ubs,0.8821043968200684
2020-04-10 20:05:27+00:00,,0.8848792314529419
2020-04-10 20:02:49+00:00,,0.8848792314529419
2020-04-10 20:02:00+00:00,higher,0.9232138395309448
2020-04-10 18:50:08+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8636864423751831
2020-04-10 18:40:00+00:00,bullish current levels investorplace,0.9343550205230712
2020-04-10 17:46:14+00:00,recent analysts ratings updates,0.103670135140419
2020-04-10 16:35:12+00:00,uncertainty dominates outlook,-0.4990388453006744
2020-04-10 16:21:00+00:00,company profile fundamental technical score update,0.0026337802410125
2020-04-10 15:01:52+00:00,bought taught tyvm,0.9384669065475464
2020-04-10 14:48:55+00:00,tip sector decimated oil companies dividends heavily considering adding position oil cheap long run,0.9805607795715332
2020-04-10 14:44:59+00:00,move move expansion profits,0.9365379810333252
2020-04-10 13:56:07+00:00,bought taught tyvm,0.958675742149353
2020-04-10 13:49:56+00:00,initial jan completely closed hedge took profits control need spend capital,0.9885205030441284
2020-04-10 13:27:51+00:00,move move expansion profits,0.9413511753082277
2020-04-10 12:09:55+00:00,fed end bunch junk literally smart money fed create funding companies repay oil recovering fed nationalize oil,0.2133348733186721
