Created_at,Tweet_Words,Score
2020-04-09 23:21:09+00:00,wholesale target raised,0.9148943424224854
2020-04-09 22:51:23+00:00,food fashion shopping warehouse jobs wholesale jewelry money,-0.0362290292978286
2020-04-09 16:13:13+00:00,wholesale target lowered deutsche bank,-0.8844053745269775
2020-04-09 14:57:58+00:00,sales billion,0.8722487688064575
2020-04-09 10:40:30+00:00,gave early push report,0.976719617843628
2020-04-10 10:36:12+00:00,wholesale rating reiterated robert baird,0.371429979801178
2020-04-10 01:51:48+00:00,wholesale rating reiterated credit,0.4117643237113952
2020-04-13 18:08:38+00:00,flow update consumer consumers discount discounts store stockstowatch stocktrading financial finance capital money,-0.9273680448532104
2020-04-14 19:11:04+00:00,ready dividend hike,0.7760119438171387
2020-04-14 19:05:59+00:00,wholesale billion gain billion marketcap represents billion nasdaq nyse department specialty retail stores industry info,1.0020698308944702
2020-04-14 11:28:04+00:00,wholesale rating reaffirmed nomura,0.2567069232463836
2020-04-15 22:36:50+00:00,wholesale raises dividend,0.6941978931427002
2020-04-15 21:34:32+00:00,retailer rise late dividend hike retail,0.7532185316085815
2020-04-15 21:07:46+00:00,wholesale research coverage started citigroup,0.041657093912363
2020-04-15 18:18:11+00:00,flow update consumer consumers discount discounts store stockstowatch stocktrading financial finance capital money,-0.9349461793899536
2020-04-15 08:54:15+00:00,flow update consumer discount discounts store,0.8610693216323853
2020-04-15 08:44:17+00:00,flow update consumer discount discounts store wholesale warehouse grocerystore grocery grocerydelivery grocerydelivery stocktrading stockstowatch,0.9255303144454956
2020-04-15 04:03:10+00:00,,0.0118915662169456
2020-04-16 20:16:05+00:00,wholesale billion gain billion marketcap represents billion nasdaq nyse department specialty retail stores industry info,1.0034141540527344
2020-04-16 14:50:09+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8682225942611694
2020-04-17 18:04:43+00:00,flow update consumer consumers discount discounts store stockstowatch stocktrading financial finance capital money,-0.934895157814026
2020-04-17 17:15:09+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8594056367874146
2020-04-19 15:35:44+00:00,food fashion shopping warehouse jobs wholesale jewelry money,-0.0362290292978286
2020-04-20 14:29:26+00:00,flow update consumer consumers discount discounts store stockstowatch stocktrading financial finance capital money,-0.8929436206817627
2020-04-21 20:24:17+00:00,wholesale director,-0.8492376804351807
2020-04-21 16:02:40+00:00,reasons dividend,0.8639054298400879
2020-04-21 12:57:01+00:00,dividend consider dividend growth rate current dividend yield earnings growth rate managed rather well crash bounced quickly dividend,0.973556399345398
2020-04-21 03:40:09+00:00,analysts expect wholesale earnings,0.3136776089668274
2020-04-22 20:45:20+00:00,,0.1034602969884872
2020-04-22 18:04:27+00:00,,0.1034602969884872
2020-04-22 15:31:23+00:00,research analysts reduce earnings estimates wholesale,-0.6568343639373779
2020-04-22 05:51:34+00:00,billion sales expected wholesale quarter,0.3511075377464294
2020-04-24 23:34:18+00:00,equities analysts issue forecasts wholesale earnings,0.0029583610594272
2020-04-24 17:59:32+00:00,flow update consumer consumers discount discounts store stockstowatch stocktrading financial finance capital money,0.9171738624572754
2020-04-24 10:31:01+00:00,wholesale vp james murphy,-0.3304210603237152
2020-04-27 15:38:17+00:00,flow update optionsflow,-0.8959082365036011
2020-05-07 07:57:07+00:00,wholesale rating reiterated,0.4093758761882782
2020-05-09 13:04:08+00:00,wholesale pt lowered,-0.9465446472167968
2020-05-28 20:35:58+00:00,earnings miss coronavirus weigh falls late retail,-0.8741322755813599
2020-05-28 17:19:23+00:00,eyes point earnings due close retail,0.9647870063781738
2020-05-28 00:52:26+00:00,wholesale company profile fundamental technical analysis score update fa score ta score,0.0440160445868968
2020-05-29 19:55:01+00:00,entry point quick swing faang trump,0.9882251024246216
2020-05-29 18:15:58+00:00,reports revenue beat despite sales drop decade inn,-0.8116177320480347
2020-05-29 06:12:12+00:00,wholesale corporation management results earnings transcript,0.0874219536781311
2020-06-01 01:23:15+00:00,flow update optionsflow consumer consumers,0.1765297204256057
2020-06-02 11:27:35+00:00,fiscal third quarter shabby finance economy,0.21748848259449
2020-06-02 11:22:53+00:00,fiscal third quarter shabby finance economy,0.239203080534935
2020-06-03 23:04:34+00:00,biggest moves hours cloudera fossil,0.2592864334583282
2020-06-03 13:57:30+00:00,open interest update optionsflow,0.4318661689758301
2020-06-04 19:23:37+00:00,neutral fundamental analysis score fa score various fa value score roe roa roic gross margin ebitda etc,0.6694111824035645
2020-06-04 13:40:18+00:00,early sales print comps street estimates sales discretionary areas drove beat beneficial margins restrictions easing stores returning normal,0.979074239730835
2020-06-05 16:29:04+00:00,wholesale rating reaffirmed stifel nicolaus,0.909061074256897
2020-06-05 10:55:05+00:00,costcowholesale reported eps,0.0616496577858924
2020-06-05 08:05:36+00:00,flow update optionsflow consumer consumers,0.851838231086731
2020-06-05 02:25:02+00:00,detected noticeable rise zeitgeist wholesale corporation visit dataswarm information nasdaq dataswarm ref,0.9779973030090332
2020-06-07 10:08:45+00:00,usa retail surprise firmly key cloud tradingpsychology coronavirus fintech,0.978046417236328
2020-06-08 13:52:03+00:00,open interest update optionsflow,0.4318661689758301
2020-06-08 09:25:54+00:00,brokerages anticipate wholesale sales billion,0.0710114538669586
2020-06-08 03:19:10+00:00,flow update optionsflow consumer consumers,0.7466524839401245
2020-06-09 13:52:19+00:00,open interest update optionsflow,0.4318661689758301
2020-06-10 00:47:14+00:00,wholesale open interest update optionsflow,0.2609548270702362
2020-06-11 21:42:47+00:00,technical analysis score ta score categories score excellent moving average score score weak,0.9497175216674804
2020-06-16 13:40:52+00:00,open interest update optionsflow,0.4318661689758301
2020-06-16 00:06:04+00:00,wholesale poor technical analysis score ta score categories score poor moving average score neutral score poor,-1.0254734754562378
2020-06-18 10:41:37+00:00,northcoast research comments wholesale earnings,0.055022694170475
2020-06-18 08:08:55+00:00,analysts downgrades hnrg hstg icagy iots jef kkpnf kwhiy liqt lqdt,-1.060552716255188
2020-06-19 20:08:41+00:00,research analysts ratings updates wholesale,0.0651024058461189
2020-06-19 19:22:31+00:00,power open interest update optionsflow,0.43234384059906
2020-06-19 18:16:18+00:00,wholesale receives average recommendation analysts,0.8376884460449219
2020-06-19 02:25:59+00:00,flow update optionsflow consumer consumers,-0.9113757610321044
2020-06-20 03:22:02+00:00,wholesale vp roland michael vachris,-0.4482390582561493
2020-06-22 09:35:07+00:00,wholesale corp embedded expectations analysis wholesale corporation usa currently near historical relative uniform earnings uniform equity,0.9480520486831664
2020-06-23 17:00:41+00:00,company profile fundamental technical analysis score update fa score ta score,0.0447698235511779
2020-06-23 15:25:00+00:00,open interest update optionsflow uoa,0.384317010641098
2020-06-24 23:29:24+00:00,wholesale open interest update optionsflow uoa,0.4750073254108429
2020-06-24 23:01:12+00:00,excellent fundamental analysis score fa score various fa value score roe roa roic gross margin ebitda etc,0.980237603187561
2020-06-25 16:44:25+00:00,company profile fundamental technical analysis score update fa score ta score,0.0447698235511779
2020-06-25 15:52:22+00:00,open interest update optionsflow uoa,0.384317010641098
2020-06-25 14:05:14+00:00,flow update optionsflow consumer consumers,0.1652256250381469
2020-06-25 13:37:29+00:00,wholesale target increased analysts morgan stanley,0.9282528162002563
