Created_at,Tweet_Words,Score
2020-04-09 17:20:09+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8564033508300781
2020-04-09 15:25:55+00:00,company type percent change value hit dividend,0.8848433494567871
2020-04-09 13:45:16+00:00,company type percent change value hit dividend visit custom,0.8287389278411865
2020-04-09 01:53:17+00:00,minute heikin ashi fisher transformer macd crossover strategy op,0.0373240411281585
2020-04-09 01:30:38+00:00,premarket notes provided hour open pop open,-0.6971279382705688
2020-04-09 01:05:00+00:00,minute heikin ashi fisher transformer macd crossover strategy swingtrading min,0.0363253466784954
2020-04-10 18:23:35+00:00,considering payroll cut coronavirus pandemic shuts plane manufacturing wait beter enrty point way expensive doubling recent lows,-0.9611735343933104
2020-04-10 16:57:57+00:00,taps banks weighs government aid sources,-0.0276782512664794
2020-04-10 14:05:20+00:00,informative app pivot points close pivot point,0.653672456741333
2020-04-10 14:05:08+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8550163507461548
2020-04-11 19:30:06+00:00,company equity,0.0067226998507976
2020-04-11 13:06:04+00:00,updated analysis intrinsic value analysis dividend industrials defense yield valueinvesting,0.0778798460960388
2020-04-11 01:07:12+00:00,fantastic manufacturing reusable face fema,0.9166345596313475
2020-04-11 00:54:23+00:00,fantastic manufacturing reusable face fema deliver healthcare facilities texas tech technology coronavirus,1.006588101387024
2020-04-12 11:14:33+00:00,every turns around missed entry,-0.5632139444351196
2020-04-13 19:29:37+00:00,flow update industrial airplane airplanes aerospace defense aircraft satellite jet stockstowatch stocktrading finance,-1.0008643865585327
2020-04-13 19:10:13+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8550163507461548
2020-04-13 18:36:43+00:00,notable dividend cuts economy dividends,0.1002486944198608
2020-04-13 10:58:55+00:00,idea apr closed key breakout,0.9151780605316162
2020-04-14 19:42:11+00:00,earns rating cowen,0.140617698431015
2020-04-14 17:12:31+00:00,reason india tech killed software crashes hr pay defecti,-0.2672131061553955
2020-04-14 16:32:32+00:00,canaccord genuity trims target,0.1915188729763031
2020-04-14 14:56:28+00:00,flow update industrial airplane airplanes aerospace defense aircraft satellite jet stockstowatch stocktrading finance,0.9066083431243896
2020-04-14 11:03:29+00:00,public private companies terribly mismanaged coronav,-0.6893011331558228
2020-04-14 09:50:53+00:00,public private companies terribly mismanaged coronavirus ray light let fail companies emerge coronavirus bailout,-0.9411182403564452
2020-04-14 01:31:05+00:00,gon na huge mover later prime needs push become popular,0.9740197658538818
2020-04-15 23:33:23+00:00,drseuss advice cry smile happened ty patience process prof,0.4602250754833221
2020-04-15 21:09:16+00:00,always easier descending fear greed biggest winner,1.0020862817764282
2020-04-15 19:48:13+00:00,billion gain notable gains sessions consecutively mar info nasdaq nyse basicindustries,0.9931968450546264
2020-04-15 19:17:25+00:00,pounded table premiums bullish event,0.9602344036102296
2020-04-15 19:14:26+00:00,flow update industrial airplane airplanes aerospace defense aircraft satellite jet stockstowatch stocktrading finance,0.9228333234786988
2020-04-15 19:05:34+00:00,unusual activities detected money flow power unusual oi intraday historical iv oi max pain stocktrading,0.8830426931381226
2020-04-15 18:14:17+00:00,given target goldman sachs,0.1613867282867431
2020-04-15 18:11:27+00:00,given target goldman sachs,0.1920193433761596
2020-04-15 16:31:57+00:00,flow update industrial airplane airplanes aerospace defense aircraft satellite jet stockstowatch stocktrading finance,-0.9944941997528076
2020-04-15 15:17:06+00:00,company type percent change value hit dividend visit custom,-0.2818245589733124
2020-04-15 14:36:48+00:00,long supply zone swingtrading,0.8958461284637451
2020-04-15 14:27:34+00:00,flow update industrial airplane airplanes aerospace defense aircraft satellite jet stockstowatch stocktrading finance,-1.004169464111328
2020-04-15 13:25:11+00:00,history economy,0.0880087614059448
2020-04-15 13:15:46+00:00,history economy,0.0560961253941059
2020-04-15 12:45:09+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8993194103240967
2020-04-16 21:48:22+00:00,jumps hours dowfutures money airlines money,0.9004201889038086
2020-04-16 20:52:13+00:00,sank,0.0212216228246688
2020-04-16 20:12:54+00:00,sank,0.0212216228246688
2020-04-16 17:58:27+00:00,flow update industrial airplane airplanes aerospace defense aircraft satellite jet stockstowatch stocktrading finance,-1.0003327131271362
2020-04-16 13:51:04+00:00,company type percent change value hit dividend visit custom,-0.2881869971752167
2020-04-16 12:55:08+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8790889978408813
2020-04-16 04:27:20+00:00,impressive reversal catching lot bears guard lots intraday action available lookout dt,0.9677084684371948
2020-04-16 02:22:26+00:00,thank everyone discussion detecting trend fib fans awesome requests,0.974995732307434
2020-04-16 00:28:46+00:00,well atleast alive profits entry stayed longer desk face ripped stockstowatch,0.9882988929748536
2020-04-17 20:15:44+00:00,restart commercial plane production phases,0.0221873298287391
2020-04-17 20:11:07+00:00,revenge finest emotional darnnn stockstowatch fintwit,0.2307190299034118
