Created_at,Tweet_Words,Score
2020-04-09 23:49:01+00:00,stopped small loans outside guaranteed government baile,-1.0119155645370483
2020-04-09 23:47:46+00:00,earnings expecting rip earnings move almost,-0.3450418412685394
2020-04-09 23:20:52+00:00,ceo jamie dimon unsurprisingly gloomy outlook us economy ready,-1.010813593864441
2020-04-09 23:14:08+00:00,stuff mostly airlines semiconductors wish closely trended,0.1338327378034591
2020-04-09 23:10:54+00:00,warned dangers financial terrorists yrs boomers financia,-0.130972683429718
2020-04-09 22:32:46+00:00,economy contracting second quarter unemployment reaching recession economy unemployment,-0.4033675491809845
2020-04-09 22:21:08+00:00,stuff mostly airlines semiconductors wish closely trended,0.2931787371635437
2020-04-09 22:01:27+00:00,irony penalty total recently multiple employees charged rico pleaded guilty spoofing repo loans bailouts fed,-0.9121679067611694
2020-04-09 21:30:02+00:00,warned dangers financial terrorists yrs boomers financial terrorist friends bitcoin fixes,-0.4233081638813019
2020-04-09 21:28:25+00:00,rocket rocket rocket welcome,0.93263041973114
2020-04-09 21:06:16+00:00,halts guaranteed small loans dividend,0.968826413154602
2020-04-09 21:01:55+00:00,earnings expecting rip earnings move almost set rides play earnings,0.966010570526123
2020-04-09 20:55:31+00:00,pt lowered,-0.9871035814285278
2020-04-09 20:52:02+00:00,sec filing form,0.0222687348723411
2020-04-09 20:43:02+00:00,suspend repurchases maintaining dividend mean understand point,-0.9498733282089232
2020-04-09 20:19:09+00:00,pushes key technical resistance level sentiment bullish,0.9222025871276855
2020-04-09 20:04:22+00:00,unemployment claims stuff,0.5475455522537231
2020-04-09 19:55:36+00:00,machines institutional took retail,-1.0700896978378296
2020-04-09 19:53:14+00:00,fed basically guaranteed sub decade begging banks write bad junk bonds promise banks fraught risk loans company company path bankruptcy promise fed bow public pressure,-1.0277950763702393
2020-04-09 19:52:12+00:00,let,-1.037117838859558
2020-04-09 19:48:52+00:00,wait doc turn exponential gains,0.992677927017212
2020-04-09 19:47:41+00:00,turn exponential gains marketrebels,0.9681503772735596
2020-04-09 19:45:30+00:00,turn exponential gains,0.939484477043152
2020-04-09 19:44:20+00:00,fair,0.941411018371582
2020-04-09 19:44:10+00:00,fed announcement trillion corporate backstops unveils programs ai,0.8159853219985962
2020-04-09 19:42:59+00:00,monster hit dumping loans,-1.0791579484939575
2020-04-09 19:42:34+00:00,jamie dimon earnings things exploded,0.951762557029724
2020-04-09 19:38:16+00:00,bome tagged move stops,-1.018126130104065
2020-04-09 19:34:54+00:00,hit every tells story,0.8131462335586548
2020-04-09 19:31:43+00:00,mostly driven jump already,0.960879683494568
2020-04-09 19:30:32+00:00,held perfectly far move scalp,0.9584171772003174
2020-04-09 19:30:22+00:00,outrageous prediction,-0.4966418445110321
2020-04-09 19:30:12+00:00,blessed part jamie dimon lots paper money,1.000374436378479
2020-04-09 19:28:51+00:00,contract,-0.9861655235290528
2020-04-09 19:28:12+00:00,remember clips live commentary funny interview cnbc outlier,0.5515609979629517
2020-04-09 19:27:40+00:00,hard past couple lower hope,-0.7633605003356934
2020-04-09 19:27:33+00:00,,0.9377634525299072
2020-04-09 19:24:54+00:00,news,0.0256441533565521
2020-04-09 19:23:56+00:00,morgan sec filing form,-0.0392964631319046
2020-04-09 19:14:11+00:00,mean reluctance heard ditched non loans,-0.9839479923248292
2020-04-09 19:05:10+00:00,morgan sec filing form,-0.0392964631319046
2020-04-09 19:02:14+00:00,turn exponential gains,0.9652689695358276
2020-04-09 18:42:38+00:00,wait doc turn exponential gains,0.9926109313964844
2020-04-09 18:42:30+00:00,struggling fib,-1.062895655632019
2020-04-09 18:42:21+00:00,turn exponential gains,0.974799394607544
2020-04-09 18:41:47+00:00,turn exponential gains marketrebels,0.9749226570129396
2020-04-09 18:40:07+00:00,turn exponential gains,0.952617883682251
2020-04-09 18:30:53+00:00,fair,0.946631908416748
2020-04-09 18:28:05+00:00,fed announcement trillion corporate backstops unveils programs aid states small guess money printer brrrrrrrr,0.8942005634307861
2020-04-09 18:26:02+00:00,monster hit dumping loans,-1.0707868337631226
2020-04-09 18:22:07+00:00,morgan sec filing form,-0.0392964631319046
2020-04-09 18:13:01+00:00,suspend repurchases maintaining dividend mean understand point irrational preference dividends repurchases,-1.084020495414734
2020-04-09 18:01:26+00:00,app,0.1507867723703384
2020-04-09 17:57:33+00:00,stop lending small without taxpayer guarantee existing qualify ppploans providing small biz loans federal guarantee entrepreneurs screwed,-0.9882426261901855
2020-04-09 17:52:21+00:00,bome tagged move stops,-0.9808353185653688
2020-04-09 17:52:08+00:00,morgan sec filing form,-0.0392964631319046
2020-04-09 17:44:28+00:00,hit every tells story,0.8167728185653687
2020-04-09 17:39:02+00:00,calculated expected return,-0.2111213356256485
2020-04-09 17:38:39+00:00,mostly driven jump already,0.970726490020752
2020-04-09 17:36:15+00:00,held perfectly far move scalp,0.956856369972229
2020-04-09 17:33:02+00:00,outrageous prediction,-0.3661321699619293
2020-04-09 17:31:31+00:00,blessed part jamie dimon lots paper money,1.0034518241882324
2020-04-09 17:15:45+00:00,hard past couple lower hope,-0.9674742221832277
2020-04-09 17:08:13+00:00,elementary example previous powerful elite millions dollars bought open minute,0.9602503776550292
2020-04-09 17:03:41+00:00,sentiment total scores positive negative sentiment,-0.0400949642062187
2020-04-09 17:01:32+00:00,conservative return normal triggered apr est,0.1125085428357124
2020-04-09 17:00:51+00:00,welcome arena,0.9591857194900512
2020-04-09 16:54:13+00:00,fed bailed sub prime auto loan debt paper distress,-1.040287733078003
2020-04-09 16:52:52+00:00,contract,-1.0279428958892822
2020-04-09 16:50:16+00:00,morgan sec filing form,-0.0392964631319046
2020-04-09 16:49:23+00:00,tbt rulebook america cup columbia sailboat financed race,0.2758671641349792
2020-04-09 16:38:49+00:00,forced,0.8154895305633545
2020-04-09 16:38:00+00:00,money banks thank jay powell bailing,0.999587059020996
2020-04-09 16:32:45+00:00,popular land,0.9476648569107056
2020-04-09 16:28:55+00:00,bailout champions jamie,0.9591312408447266
