Created_at,Tweet_Words,Score
2020-04-09 23:47:26+00:00,breaking surpasses subscribers globally pop hours,0.582694411277771
2020-04-09 23:41:25+00:00,torque esports espn bring esports racing live televison,0.1492038071155548
2020-04-09 23:41:04+00:00,torque esports espn bring esports racing live televison et overwatch callofduty apexlegends apex fortniteoperatives,0.0788213908672332
2020-04-09 23:27:33+00:00,company order flow sentiment bullish,0.9305857419967652
2020-04-09 23:22:12+00:00,masters wtf nba someone tells simulation kms,-0.2589719593524933
2020-04-09 23:09:29+00:00,rest wall street touts company ticker range,-0.790291428565979
2020-04-09 23:01:39+00:00,shows power shut sporting event phone,0.2149711400270462
2020-04-09 22:59:21+00:00,sooo forward canceled wtf huge blow ufc easily crushed pay view number,-1.0046416521072388
2020-04-09 22:56:01+00:00,streaming ambitions bearing fruit economy,0.0602651201188564
2020-04-09 22:46:44+00:00,believe someone rsvps well longer actually believe theme parks concerts sports etc among places open thought staring unemployment,-0.9997998476028442
2020-04-09 22:42:14+00:00,streaming ambitions bearing fruit economy,0.0333368442952632
2020-04-09 22:26:09+00:00,literally hemorrhaging money sides event banked ppv spot,0.9205542802810668
2020-04-09 22:16:02+00:00,actually feel bad espn espn deliver live coverage torque esports online racing,-1.0536171197891235
2020-04-09 22:14:13+00:00,espn deliver live coverage torque esports online racing,0.1267853528261184
2020-04-09 22:13:08+00:00,shows power shut sporting event phone,-0.535132884979248
2020-04-09 22:12:45+00:00,reasons rebound big,0.4245495796203613
2020-04-09 22:10:54+00:00,reasons rebound big,0.4043393135070801
2020-04-09 22:08:04+00:00,espn deliver live coverage torque esports online racing,0.1303533166646957
2020-04-09 22:08:04+00:00,espn deliver live coverage torque esports online racing,0.1303533166646957
2020-04-09 21:58:41+00:00,news hit subscribers failing math assume average rev,-1.039545655250549
2020-04-09 21:49:50+00:00,almost votes pretty place bets,0.9577984809875488
2020-04-09 21:40:12+00:00,reiterates midst rather bullish,0.9528886079788208
2020-04-09 21:39:25+00:00,reiterates midst rather bullish,0.9469549655914308
2020-04-09 21:39:16+00:00,bought level late closed leg due fed pretty dang well within lows fed action hard,0.4117794632911682
2020-04-09 21:37:36+00:00,long given subscribers data,-0.5754095315933228
2020-04-09 21:25:08+00:00,breaking reaches million paid subscribers worldwide announces,0.2434473484754562
2020-04-09 21:22:15+00:00,settled somewhat dismissive black underlying news disneyplus,-0.9068291187286376
2020-04-09 21:21:59+00:00,favorite anchored vwap target,0.9650559425354004
2020-04-09 21:20:56+00:00,favorite anchored vwap target,0.965497612953186
2020-04-09 21:19:25+00:00,settled somewhat dismissive black underlying news disneyplus subs positive cautious wait red gap spoken,0.5887892246246338
2020-04-09 21:10:55+00:00,opportunity,0.9605766534805298
2020-04-09 21:08:11+00:00,,-0.1478087306022644
2020-04-09 21:06:54+00:00,spreading infamous churro bites recipe disneymagicmoments shelterathome,0.4959782660007477
2020-04-09 21:01:25+00:00,quick scalp early min uptrend lost patience moves soooo slowly set almost double et stopped long,-0.1449764370918274
2020-04-09 21:00:45+00:00,pcs credit spreads news catalyst,1.0046466588974
2020-04-09 20:38:41+00:00,unloading rich greenfields latest comments around tool cc,0.9690062999725342
2020-04-09 20:36:20+00:00,remember everyone ces thought prediction nuts,-0.936180830001831
2020-04-09 20:20:57+00:00,nibbling,-1.0116466283798218
2020-04-09 20:19:01+00:00,parks opening vaccine long struggle currently level,0.9282517433166504
2020-04-09 20:16:53+00:00,hits million paid subscribers globally,0.4678539633750915
2020-04-09 20:16:43+00:00,locked loaded unfortunate news cycle,0.8234320878982544
2020-04-09 20:16:22+00:00,resistance program pro,0.7453559637069702
2020-04-09 20:16:12+00:00,close solid things,0.9662381410598756
2020-04-09 20:16:01+00:00,accumulating prove incr,-1.0692353248596191
2020-04-09 20:14:51+00:00,ask manage risk accordingly,-0.5266669988632202
2020-04-09 20:14:20+00:00,let,0.5919384956359863
2020-04-09 20:14:08+00:00,ask,0.081216000020504
2020-04-09 20:13:59+00:00,way pop,0.0276972539722919
2020-04-09 20:12:38+00:00,signs streaming members eyes bought applaud envy wait,0.4135067164897918
2020-04-09 20:12:33+00:00,jumped,0.0823041126132011
2020-04-09 20:11:28+00:00,families travel air visit theme park vaccine approved,0.0776166394352912
2020-04-09 20:08:56+00:00,took stops,-0.9094585180282592
2020-04-09 20:08:46+00:00,fill gap bell,-1.0168849229812622
2020-04-09 20:08:41+00:00,subs total earnings needing mass scale profitable theme parks crushed largest revenue stream huge debt burden goodwill writedowns dividend cut,0.4793248474597931
