Created_at,Tweet_Words,Score
2020-04-09 23:29:19+00:00,credit trims communications target,0.049968846142292
2020-04-09 20:23:03+00:00,need content non kids interested things cant find content intrigues,0.8253371715545654
2020-04-09 19:55:16+00:00,,-0.6092250347137451
2020-04-09 13:24:21+00:00,alicia keys perform pay forward live,0.1707279086112976
2020-04-09 12:40:58+00:00,remember bunch subs giving away sometime,0.9177911281585692
2020-04-09 12:12:25+00:00,update frontlines covid responders,0.0294441133737564
2020-04-09 11:26:09+00:00,uptrend expected rise breaks lower bollinger band view odds money news,0.9453094005584716
2020-04-09 03:08:33+00:00,implied volatility expiration,-1.0667890310287476
2020-04-09 00:29:18+00:00,agree shift focus,0.1609176695346832
2020-04-10 21:38:37+00:00,,0.112529844045639
2020-04-10 19:38:52+00:00,forget standard bearer netneutrality chief lobbyist runs fillt,-0.685916543006897
2020-04-10 19:07:40+00:00,forget standard bearer netneutrality chief lobbyist runs filltheswamp,-0.5758812427520752
2020-04-10 16:09:27+00:00,absurd fios tagged fees expenses reasonable,0.8435245752334595
2020-04-10 14:47:25+00:00,company profile fundamental technical score update,0.0040968507528305
2020-04-10 13:14:56+00:00,communications pt lowered credit,-0.9186732769012452
2020-04-10 13:14:28+00:00,credit cuts communications target,-0.6385248899459839
2020-04-10 13:13:45+00:00,credit cuts communications target,-0.6385248899459839
2020-04-10 10:29:10+00:00,uptrend jump broke lower bollinger band view odds,0.9296516180038452
2020-04-10 10:27:12+00:00,uptrend jump broke lower bollinger band view odds money news,0.939697265625
2020-04-10 07:07:42+00:00,billion sales expected communications quarter,0.2352084815502166
2020-04-10 07:06:06+00:00,zacks brokerages anticipate communications announce sales billion,0.069253496825695
2020-04-10 07:05:53+00:00,billion sales expected communications quarter,0.2352084815502166
2020-04-10 01:52:53+00:00,max pain maturity,0.0321835614740848
2020-04-11 17:15:53+00:00,maryland elliott belair reported employee covid cases finally started remote installs facetime customers enforce employee masks meanwhile md employee almost walked house quarantine,-0.0629043281078338
2020-04-11 15:20:05+00:00,dtl dma earnings,0.9515600204467772
2020-04-11 15:07:21+00:00,resistance testing rsi,0.7533284425735474
2020-04-11 10:09:42+00:00,analysts anticipate communications announce eps,0.0539017617702484
2020-04-12 19:00:00+00:00,updated analysis intrinsic value analysis dividends highyield valueinvesting communications dividend,0.1996993720531463
2020-04-12 18:53:08+00:00,gon na grab,0.8361601829528809
2020-04-12 07:52:08+00:00,uptrend expected rise breaks lower bollinger band view odds money news,0.9453094005584716
2020-04-13 20:24:32+00:00,dealing supposed benefits connected serves hours twice route dropped retweet worse,-1.0418696403503418
2020-04-13 19:34:33+00:00,directional bias communications report click details,-0.2341866493225097
2020-04-13 19:30:14+00:00,communications report click,0.2553614974021911
2020-04-13 18:58:20+00:00,hourly entry point,0.9417409896850586
2020-04-13 17:44:23+00:00,hourly entry point,0.9364609718322754
2020-04-13 17:00:03+00:00,way play space,0.9683746099472046
2020-04-13 16:08:46+00:00,way play space,0.9764660596847534
2020-04-13 15:59:50+00:00,open large cap sales popular session,0.7583343982696533
2020-04-13 15:58:10+00:00,open large cap sales popular session,0.8990792036056519
2020-04-13 14:03:36+00:00,communications sec filing form,-0.0185588896274566
2020-04-13 13:00:11+00:00,informative app pivot points close pivot point download tradingview stockstowatch,0.8726425170898438
2020-04-13 08:59:45+00:00,port storm,-0.1299924105405807
2020-04-13 08:58:27+00:00,uptrend jump broke lower bollinger band view odds money news,0.939697265625
2020-04-13 08:45:58+00:00,port storm,-0.1299924105405807
2020-04-13 08:01:57+00:00,flow update communication communications services telecom stockstowatch stocktrading financial,0.917922019958496
2020-04-13 04:13:51+00:00,port storm,-0.3163098394870758
2020-04-14 23:01:22+00:00,media advertising mental health covid awareness,-0.01908815279603
2020-04-14 20:16:33+00:00,oneplus launch powerful affordable oneplus uw,0.5427448749542236
2020-04-14 20:10:19+00:00,gladly stimulus,0.8526473045349121
2020-04-14 17:06:34+00:00,initial deliveries nokia dss solution planned start shipments expected,0.0816371962428093
2020-04-14 16:11:19+00:00,unusual block opened premium oi,-0.9130852222442628
2020-04-14 14:56:45+00:00,fascinated,0.936479926109314
2020-04-14 14:23:54+00:00,fascinated,0.9325783252716064
2020-04-14 11:29:53+00:00,peak profit expired,0.5080955028533936
2020-04-14 11:17:49+00:00,peaked triggered algo,0.9249987602233888
2020-04-14 10:39:25+00:00,enters uptrend exceeded level view odds money news,0.9006210565567017
2020-04-14 09:33:32+00:00,communications embedded expectations analysis communications usa currently recent averages relative uniform earnings uniform equity,-0.9053397178649902
2020-04-14 06:00:35+00:00,ideas communications,0.1674659103155136
2020-04-14 05:45:30+00:00,strength room move,0.9476661682128906
2020-04-14 00:22:32+00:00,communications expected sales billion,0.0862075090408325
2020-04-14 00:21:44+00:00,communications expected announce earnings,0.3077184557914734
2020-04-14 00:19:58+00:00,communications expected announce sales billion,0.0831785053014755
2020-04-14 00:19:57+00:00,communications expected announce earnings,0.3077184557914734
2020-04-14 00:19:42+00:00,communications expected announce sales billion,0.0831785053014755
2020-04-14 00:19:41+00:00,eps expected communications quarter,0.0974586531519889
